,DiaChi,GiaBan,DuAn,DienTich,TinhTrangBDS,Gia/m2,PhongNgu,PhongVeSinh,SoTang,TinhTrangGiayTo,TinhTrangNoiThat,HuongBanCong,HuongCua,DacDiem,Quan
347,"Số 34-35, Bến Vân Đồn, Phường 13, Quận 4, Tp Hồ Chí Minh",2.34,Saigon Royal Residence,60.0,Đã bàn giao,39.0,3.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận 4
348,"Đường Xa lộ Đại Hàn, Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.2,Lotus Sen Hồng ( Violet Tower ),37.0,Chưa bàn giao,32.43,1.0,1.0,7.0,Đã có sổ,Hoàn thiện cơ bản,Đông Bắc,Tây Nam,, Thành phố Thủ Đức
349,"126, Hồng Bàng, Phường 12, Quận 5, Tp Hồ Chí Minh",5.6,Hùng Vương Plaza,117.0,Đã bàn giao,47.86,3.0,3.0,,Đã có sổ,,,,, Quận 5
350,"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.87,Vinhomes Grand Park,46.0,Chưa bàn giao,40.65,1.0,1.0,,Đang chờ sổ,Hoàn thiện cơ bản,Đông Nam,Tây Bắc,, Thành phố Thủ Đức
351,"104, Phổ Quang, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",1.71,The Botanica,74.0,Đã bàn giao,23.11,2.0,2.0,,Đã có sổ,,,,, Quận Tân Bình
352,"196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh",2.55,Topaz Elite,79.0,Đã bàn giao,32.28,2.0,2.0,,,,,,, Quận 8
353,"Số 1, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.3,Lavita Charm,51.0,Đã bàn giao,45.1,1.0,1.0,,,,,,, Thành phố Thủ Đức
354,"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",1.9,Saigon Riverside Complex Q7,54.0,Đã bàn giao,35.19,1.0,1.0,,,,,,, Quận 7
355,"Đường Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, Hồ Chí Minh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",9.8,Grand View,158.0,Đã bàn giao,62.03,3.0,3.0,,,,,,, Quận 7
356,"195, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh",2.95,Topaz City,95.0,Chưa bàn giao,31.05,3.0,2.0,,Đang chờ sổ,Nội thất cao cấp,Đông Nam,,, Quận 8
357,"30, Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.8,4S Riverside Linh Đông,70.0,Đã bàn giao,25.71,2.0,,,,,,,, Thành phố Thủ Đức
358,"Số 116 Đường Lý Chiêu Hoàng, Phường 10, Quận 6, TP Hồ Chí Minh, Phường 10, Quận 6, Tp Hồ Chí Minh",1.9,The Western Capital,50.0,Chưa bàn giao,38.0,2.0,1.0,,,Hoàn thiện cơ bản,,,, Quận 6
359,"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",3.65,Sunrise Riverside,70.0,Đã bàn giao,52.14,2.0,2.0,,,Nội thất đầy đủ,Tây,,, Huyện Nhà Bè
360,"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",4.37,Sunrise CityView,76.0,Đã bàn giao,57.5,2.0,2.0,,Đang chờ sổ,Nội thất cao cấp,Nam,,, Quận 7
361,"Nguyễn Đức Thuận, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh",0.97,Diyas Sky,30.0,Đã bàn giao,32.33,1.0,1.0,4.0,,Hoàn thiện cơ bản,,,, Quận Tân Bình
362,"Xa Lộ Hà Nội, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.1,Saigon Gateway,65.0,Đã bàn giao,32.31,2.0,2.0,,,,,,, Thành phố Thủ Đức
363,"Khu đô thị Cityland Park Hills - Số 18, Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",4.3,Căn hộ Cityland Parkhill Gò Vấp,67.9,Đã bàn giao,63.33,2.0,,,,,,,, Quận Gò Vấp
364,"171A Đường Hoàng Hoa Thám, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh",3.4,Carillon 1,85.0,Đã bàn giao,40.0,2.0,,,,Nội thất cao cấp,,,, Quận Tân Bình
365,"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",3.19,Hoàng Anh Gold House (Hoàng Anh An Tiến),121.0,Chưa bàn giao,26.36,3.0,2.0,23.0,Đã có sổ,Hoàn thiện cơ bản,Bắc,Đông Nam,Căn góc, Huyện Nhà Bè
366,"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",5.15,The Sun Avenue,90.0,Đã bàn giao,57.22,3.0,2.0,,Đang chờ sổ,Nội thất đầy đủ,,,Căn góc, Thành phố Thủ Đức
367,"Lê Văn Khương, Phường Thới An, Quận 12, Tp Hồ Chí Minh",2.6,Võ Đình Apartment,83.5,Đã bàn giao,31.14,2.0,2.0,,Đã có sổ,Hoàn thiện cơ bản,Tây,Đông,, Quận 12
368,"Cao Bằng, Phường Tam Phú (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.4,Fiato Premier,87.0,Chưa bàn giao,16.09,2.0,,7.0,,,Bắc,Nam,Căn góc, Thành phố Thủ Đức
369,"Đường Lý Nam Đế, Phường 7, Quận 11, Hồ Chí Minh, Phường 7, Quận 11, Tp Hồ Chí Minh",1.36,Tân Phước Plaza,75.0,Đã bàn giao,18.13,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận 11
370,"D7, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.7,Ricca,47.0,Đã bàn giao,36.17,1.0,1.0,,,,,,, Thành phố Thủ Đức
371,"49, 8, Phường 8, Quận 8, Tp Hồ Chí Minh",3.45,Diamond Lotus Riverside,58.0,Đã bàn giao,59.48,2.0,,16.0,Giấy tờ khác,Nội thất đầy đủ,,Tây Bắc,Căn góc, Quận 8
372,"Lô 5, Bình Hưng Hòa B, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",2.88,Green Town Bình Tân,90.0,Đã bàn giao,32.0,3.0,2.0,,,,,,, Quận Bình Tân
373,"Đường Nguyễn Văn Linh, Phường 7, Quận 8, TP. Hồ Chí Minh, Phường 7, Quận 8, Tp Hồ Chí Minh",1.75,Dream Home Riverside,75.0,Chưa bàn giao,23.33,3.0,2.0,5.0,Đang chờ sổ,Nội thất cao cấp,Tây Bắc,Đông Nam,Căn góc, Quận 8
374,"Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",2.38,Mizuki Park,56.0,Chưa bàn giao,42.5,2.0,1.0,,Đã có sổ,Hoàn thiện cơ bản,,,, Huyện Bình Chánh
375,"Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",3.6,Eco Green Sài Gòn,70.0,Đã bàn giao,51.43,2.0,2.0,,,Nội thất cao cấp,,,Căn góc, Quận 7
376,"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",3.18,Saigon South Residences,76.0,Đã bàn giao,41.84,2.0,2.0,,Đang chờ sổ,Nội thất cao cấp,,,Căn góc, Huyện Nhà Bè
377,"Nguyễn Thị Định, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3.0,Precia,56.0,Đã bàn giao,53.57,2.0,1.0,,,,,,, Thành phố Thủ Đức
378,"Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh",1.722,Dream Home Riverside,65.0,Chưa bàn giao,26.49,2.0,2.0,,,,,,Căn góc, Quận 8
379,"10, Mai Chí Thọ, Phường An Lợi Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",8.9,Sadora Apartment,120.0,Đã bàn giao,74.17,3.0,2.0,,Đang chờ sổ,,,,, Thành phố Thủ Đức
380,"Đường Mai Chí Thọ, phường Thủ Thiêm, quận 2, Tp.HCM, Phường Thủ Thiêm (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",130.0,Empire City Thủ Thiêm,385.0,Đã bàn giao,337.66,5.0,5.0,,,,,,, Thành phố Thủ Đức
381,"Đường Nguyễn Cửu Phú, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh",3.5,Tecco Town Bình Tân,173.0,Đã bàn giao,20.23,2.0,2.0,,,,,,Căn góc, Quận Bình Tân
382,"195, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh",2.1,Topaz City,74.0,Đã bàn giao,28.38,2.0,2.0,,,,,,, Quận 8
383,"996, Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh",1.85,The Pegasuite 2,52.0,Chưa bàn giao,35.58,1.0,1.0,14.0,Đang chờ sổ,Hoàn thiện cơ bản,Đông Bắc,Tây Nam,Căn góc, Quận 8
384,"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",7.6,Sunrise City,162.0,Đã bàn giao,46.91,3.0,3.0,,Đã có sổ,Nội thất cao cấp,Bắc,Nam,Căn góc, Quận 7
385,"Đường Nguyễn Thị Định, Phường Cát Lái (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.65,Citi Esto,60.0,Đã bàn giao,27.5,2.0,2.0,,Đang chờ sổ,Nội thất cao cấp,Đông Nam,,, Thành phố Thủ Đức
386,"Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",3.02,Akari City,75.0,Đã bàn giao,40.27,2.0,2.0,,,,,,Căn góc, Quận Bình Tân
387,"Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",7.24739456,Mizuki Park,100.0,Chưa bàn giao,72.47,3.0,,1.0,Giấy tờ khác,Bàn giao thô,Nam,Bắc,, Huyện Bình Chánh
388,"Đường Xa lộ Hà Nội, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.9,Saigon Gateway,66.0,,28.79,2.0,2.0,,,,,,, Thành phố Thủ Đức
389,"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",4.3,Hoàng Anh Gold House (Hoàng Anh An Tiến),248.0,Đã bàn giao,17.34,4.0,3.0,,Đã có sổ,,,Đông Bắc,Căn góc, Huyện Nhà Bè
390,"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Hồ Chí Minh, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",4.5,Sunrise City,100.0,Đã bàn giao,45.0,3.0,,,Đã có sổ,Nội thất cao cấp,Bắc,,, Quận 7
391,"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",2.85,Sunrise Riverside,56.0,Đã bàn giao,50.89,2.0,1.0,,,,,,, Huyện Nhà Bè
392,"Chu Văn An, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh",4.0,Đất Phương Nam,131.0,Đã bàn giao,30.53,3.0,2.0,,Đã có sổ,Nội thất cao cấp,Đông Nam,Tây Bắc,Căn góc, Quận Bình Thạnh
393,"Đường Dương Thị Giang, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",2.33,CTL Tower,70.0,Đã bàn giao,33.29,2.0,2.0,,,,,,, Quận 12
394,"Xa Lộ Hà Nội, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",4.7,Masteri Thảo Điền,65.0,Đã bàn giao,72.31,2.0,2.0,,Đã có sổ,Nội thất cao cấp,,,, Thành phố Thủ Đức
395,"224/5, Quốc Lộ 13, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",1.585,The Morning Star Plaza,30.0,Đã bàn giao,52.83,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận Bình Thạnh
396,"Số 01, 104A, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",19.5,Diamond Island (Đảo Kim Cương),180.0,Đã bàn giao,108.33,3.0,2.0,,,,,,Căn góc, Thành phố Thủ Đức
397,"Số 207, Số 207 Số 207 Nguyễn Xí, phường 26, quận Bình Thạnh, Tp.HCM, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",1.83,Richmond City,67.0,Đã bàn giao,27.31,2.0,2.0,,,,,,, Quận Bình Thạnh
398,"Đường Lương Định Của, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",4.1,De Capella,80.0,Đã bàn giao,51.25,2.0,2.0,,Đang chờ sổ,Hoàn thiện cơ bản,Tây,Đông,, Thành phố Thủ Đức
399,"290, An Dương Vương, Phường 4, Quận 5, Tp Hồ Chí Minh",1.76,The Everrich Infinity,81.0,Đã bàn giao,21.73,2.0,2.0,,Đã có sổ,,,,, Quận 5
400,"Số 59, Ngô Tất Tố, Phường 21, Quận Bình Thạnh, Tp Hồ Chí Minh",1.85,City Garden,70.0,Đã bàn giao,26.43,1.0,,,,,,,, Quận Bình Thạnh
401,"39, 39 Đường Bến Vân Đồn, Phường 13, Quận 4, Tp Hồ Chí Minh",1.42,The Tresor,1.0,Đã bàn giao,1420.0,2.0,1.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận 4
402,"49C, Lê Quang Kim, Phường 8, Quận 8, Tp Hồ Chí Minh",3.3,Diamond Lotus Riverside,58.0,Đã bàn giao,56.9,2.0,,,,,,,Căn góc, Quận 8
403,"Số 504, Nguyễn Tất Thành, Phường 18, Quận 4, Tp Hồ Chí Minh",2.15,Riva Park,78.0,Đã bàn giao,27.56,2.0,,5.0,,,,,, Quận 4
404,"205, Lạc Long Quân, Phường 3, Quận 11, Tp Hồ Chí Minh",1.92,Cao ốc RES 11 (Residence Eleven),75.0,Đã bàn giao,25.6,2.0,2.0,,Đã có sổ,,,,, Quận 11
405,"DC13, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",2.45,TaniBuilding Sơn Kỳ 1,65.0,Chưa bàn giao,37.69,2.0,2.0,1.0,Đã có sổ,Nội thất đầy đủ,,,, Quận Tân Phú
406,"196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh",2.61,Topaz Elite,86.0,Đã bàn giao,30.35,3.0,2.0,,Đang chờ sổ,Hoàn thiện cơ bản,,,, Quận 8
407,"đường Tân Chánh Hiệp 21, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",1.92,Hưng Ngân Garden,64.0,Đã bàn giao,30.0,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,Nam,Đông,Căn góc, Quận 12
408,"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",8.7,Vinhomes Central Park,115.0,Đã bàn giao,75.65,3.0,2.0,,,,,,Căn góc, Quận Bình Thạnh
409,"Cây Keo, Phường Tam Phú (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.51,Đạt Gia Residence Thủ Đức,60.0,Đã bàn giao,25.17,2.0,2.0,,,,,,, Thành phố Thủ Đức
410,"334, Tô Hiến Thành, Phường 14, Quận 10, Tp Hồ Chí Minh",4.9,Kingdom 101,79.0,Chưa bàn giao,62.03,2.0,2.0,,,,,,, Quận 10
411,"Song Hành, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.0,Jamila Khang Điền,85.0,Đã bàn giao,23.53,2.0,2.0,10.0,Đã có sổ,Nội thất đầy đủ,,,, Thành phố Thủ Đức
412,"D7, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.2,Ricca,73.0,Đã bàn giao,30.14,2.0,2.0,,,,,,, Thành phố Thủ Đức
413,"Số 636 A, Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",3.6,Soho Premier,96.0,Đã bàn giao,37.5,3.0,2.0,,,,,,Căn góc, Quận Bình Thạnh
414,"208, 208 Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",6.2,Vinhomes Central Park,85.0,Đã bàn giao,72.94,2.0,2.0,,,,,,, Quận Bình Thạnh
415,"Trương Đình Hội, Phường 16, Quận 8, Tp Hồ Chí Minh",1.5,NBB Garden 3_City Gate 3,53.0,Chưa bàn giao,28.3,2.0,,,,,,,, Quận 8
416,"239 – 241 – 278, Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh",3.2,Căn hộ RichStar,65.0,Đã bàn giao,49.23,2.0,2.0,,,,,,, Quận Tân Phú
417,"Nguyễn Văn Hưởng, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3.0,Thủ Thiêm Sky,61.0,Đã bàn giao,49.18,2.0,,12.0,Đã có sổ,,,,, Thành phố Thủ Đức
418,"Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",3.12,Mizuki Park,78.0,Đã bàn giao,40.0,2.0,2.0,,,,,,Căn góc, Huyện Bình Chánh
419,"290 Số 290 Đường An Dương Vương, Phường 4, Quận 5, Thành phố Hồ Chí Minh, Phường 4, Quận 5, Tp Hồ Chí Minh",2.25,The Everrich Infinity,80.0,Đã bàn giao,28.13,2.0,2.0,,Đã có sổ,,,,, Quận 5
420,"Đường Nguyễn Văn Linh, xã Bình Hưng, huyện Bình Chánh, Tp.HCM, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",4.6,Mizuki Park,86.0,Chưa bàn giao,53.49,2.0,2.0,,,,,,, Huyện Bình Chánh
421,"số 88, số 88 Số 88 đường N1, phường Sơn Kỳ, quận Tân Phú, Tp.HCM, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",5.85,Celadon City,112.0,Chưa bàn giao,52.23,2.0,2.0,,Giấy tờ khác,,Tây Nam,Đông Bắc,, Quận Tân Phú
422,"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",3.85,Sunrise City,76.0,Đã bàn giao,50.66,3.0,2.0,,Đã có sổ,Nội thất đầy đủ,Nam,Bắc,Căn góc, Quận 7
423,"Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",4.0,Akari City,100.0,Đã bàn giao,40.0,3.0,2.0,21.0,Giấy tờ khác,Hoàn thiện cơ bản,Bắc,Tây,Căn góc, Quận Bình Tân
424,"346, Bến Vân Đồn, Phường 1, Quận 4, Tp Hồ Chí Minh",4.0,The Gold View,80.0,Chưa bàn giao,50.0,2.0,2.0,,Đang chờ sổ,,Tây Nam,Đông Bắc,, Quận 4
425,"Số 1472, Võ Văn Kiệt, Phường 3, Quận 6, Tp Hồ Chí Minh",1.85,Viva Riverside,83.0,Đã bàn giao,22.29,2.0,,,,,,,, Quận 6
426,"Xô Viết Nghệ Tĩnh, Phường 21, Quận Bình Thạnh, Tp Hồ Chí Minh",3.6,Chung cư Mỹ Đức,84.0,Chưa bàn giao,42.86,2.0,2.0,,,,,,, Quận Bình Thạnh
427,"Khu đô thị Cityland Park Hills - Số 18, Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",5.0,Căn hộ Cityland Parkhill Gò Vấp,86.1,Đã bàn giao,58.07,3.0,,,,,,,Căn góc, Quận Gò Vấp
428,"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",1.85,The Park Residence,62.0,Đã bàn giao,29.84,2.0,1.0,12.0,,,,,, Huyện Nhà Bè
429,"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",1.9,Green Town Bình Tân,63.0,Đã bàn giao,30.16,2.0,2.0,,Giấy tờ khác,Hoàn thiện cơ bản,Tây,Đông,, Quận Bình Tân
430,"Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.65,The Eastern,106.0,Đã bàn giao,25.0,3.0,2.0,,Đã có sổ,,,,, Thành phố Thủ Đức
431,"Liên Phường, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.15,Thủ Thiêm Garden,23.0,Đã bàn giao,50.0,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Thành phố Thủ Đức
432,"D7, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.2,Ricca,74.0,Đã bàn giao,29.73,2.0,2.0,,,,,,, Thành phố Thủ Đức
433,"D7, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.83,Ricca,58.0,Đã bàn giao,31.55,2.0,1.0,,Đã có sổ,Nội thất đầy đủ,Đông Nam,,, Thành phố Thủ Đức
434,"996, 996 Đường Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh",3.1,The Pegasuite 2,84.0,Đã bàn giao,36.9,2.0,2.0,6.0,Đang chờ sổ,Nội thất cao cấp,Đông Bắc,Tây Nam,Căn góc, Quận 8
435,"số 88, số 88 Số 88 đường N1, phường Sơn Kỳ, quận Tân Phú, Tp.HCM, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",5.3,Celadon City,88.8,Chưa bàn giao,59.68,2.0,,,,,Đông Nam,,Căn góc, Quận Tân Phú
436,"An Phú, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",28.0,Masteri An Phú,170.4,Đã bàn giao,164.32,3.0,3.0,,Đã có sổ,Bàn giao thô,,,, Thành phố Thủ Đức
437,"Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh",1.61,Dream Home Riverside,1.0,Đã bàn giao,1610.0,2.0,2.0,,,,,,, Quận 8
438,"số 88 Số 88 đường N1, phường Sơn Kỳ, quận Tân Phú, Tp.HCM, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",4.7,Celadon City,107.5,Chưa bàn giao,43.72,3.0,,,,,,,Căn góc, Quận Tân Phú
439,"239 – 241 – 278, Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh",2.55,Căn hộ RichStar,53.0,Đã bàn giao,48.11,2.0,1.0,,,,,,, Quận Tân Phú
440,"Số 90, Số 90 Số 90 Nguyễn Hữu Cảnh, phường 22, quận Bình Thạnh, Tp.HCM, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",1.99,Sunwah Pearl,1.0,Đã bàn giao,1990.0,2.0,1.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận Bình Thạnh
441,"Bình Khánh, Phường An Khánh (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.4,Tái định cư Bình Khánh,63.0,Đã bàn giao,38.1,2.0,2.0,5.0,,Hoàn thiện cơ bản,,,, Thành phố Thủ Đức
442,"DC13, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",2.35,TaniBuilding Sơn Kỳ 1,66.0,Đã bàn giao,35.61,2.0,,9.0,Đã có sổ,Nội thất đầy đủ,Đông,,, Quận Tân Phú
443,"Mai Chí Thọ, Phường Thủ Thiêm (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",58.0,Empire City Thủ Thiêm,212.0,Đã bàn giao,273.58,4.0,4.0,,Đang chờ sổ,Nội thất cao cấp,Tây Nam,,Căn góc, Thành phố Thủ Đức
444,"Đỗ Xuân Hợp, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.71,Flora Anh Đào,57.0,Đã bàn giao,30.0,2.0,1.0,2.0,Đã có sổ,,Đông Bắc,Tây Nam,, Thành phố Thủ Đức
445,"Trịnh Đình Trọng, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",1.66,Cloudy Đầm Sen (Chung cư Đại Thành),1.0,Chưa bàn giao,1660.0,2.0,2.0,,Đã có sổ,Nội thất cao cấp,,,, Quận Tân Phú
446,"Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",2.75,PiCity High Park,65.0,Đã bàn giao,42.31,2.0,,,Đang chờ sổ,,Đông Nam,,Căn góc, Quận 12
447,"Đường Đại Lộ Đông Tây, Phường 16, Quận 8, Tp Hồ Chí Minh",2.3,Carina Plaza,99.0,Đã bàn giao,23.23,2.0,2.0,7.0,Đã có sổ,Hoàn thiện cơ bản,Bắc,Nam,Căn góc, Quận 8
448,"Đường Dương Đình Hội, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.85,EHome 1,60.0,Chưa bàn giao,30.83,2.0,1.0,,Đã có sổ,Hoàn thiện cơ bản,,,, Thành phố Thủ Đức
449,"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",5.7,Sunrise City,130.0,Đã bàn giao,43.85,3.0,2.0,,,,,,Căn góc, Quận 7
450,"171A, Hoàng Hoa Thám, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh",5.3,Carillon 1,106.0,Đã bàn giao,50.0,3.0,2.0,,Đã có sổ,,Đông Nam,,, Quận Tân Bình
451,"Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",2.05,EHome 5,54.0,Chưa bàn giao,37.96,1.0,,,,,,,, Quận 7
452,"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2.53,Saigon Riverside Complex Q7,67.0,Đã bàn giao,37.76,2.0,,,,,,,, Quận 7
453,"11, Phường 11, Quận 6, Tp Hồ Chí Minh",3.38,Him Lam Chợ Lớn,86.0,Đã bàn giao,39.3,2.0,2.0,88.0,Đã có sổ,Nội thất cao cấp,,,Căn góc, Quận 6
454,"Số 9, Nguyễn Khoái, Phường 1, Quận 4, Tp Hồ Chí Minh",1.68,Galaxy 9,1.0,Đã bàn giao,1680.0,2.0,2.0,10.0,Đã có sổ,Nội thất đầy đủ,,,, Quận 4
455,"Lê Văn Khương, Phường Thới An, Quận 12, Tp Hồ Chí Minh",2.2,Võ Đình Apartment,83.5,Đã bàn giao,26.35,2.0,2.0,,Đã có sổ,Hoàn thiện cơ bản,Đông,Tây,, Quận 12
456,"D1, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",1.85,Wilton Tower,1.0,Đã bàn giao,1850.0,2.0,2.0,,Đã có sổ,,Đông Nam,,, Quận Bình Thạnh
457,"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",1.4,Green Town Bình Tân,49.0,Đã bàn giao,28.57,1.0,1.0,10.0,Đã có sổ,Hoàn thiện cơ bản,Đông,Tây,, Quận Bình Tân
